Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
361.79,-13.46,4.73,13.65,58.13,444.87,-175.37,-14.93,4.86,-1.05,107.25,176.25,-127.44,walk
361.8,-17.26,8.88,17.14,47.25,447.37,-200.44,-13.13,4.95,-2.95,135.19,141.19,-127.81,walk
361.82,-6.48,13.22,6.93,0.0,366.19,-236.0,-10.53,5.74,-3.36,130.19,118.69,-105.44,walk
361.84,-1.32,12.15,3.35,-95.25,211.5,-212.06,-4.53,3.55,-12.9,27.56,59.81,-48.81,walk
361.85,-24.11,12.7,24.78,10.56,17.37,-77.37,-4.55,-1.37,-12.35,-118.06,20.56,-49.81,walk
361.86,-6.62,15.2,12.36,29.81,-177.56,30.56,-5.78,1.54,3.25,-111.19,-24.44,-6.56,walk
361.88,1.61,9.45,4.51,-54.63,-279.37,94.31,-8.47,3.1,5.09,4.94,-16.56,-24.44,walk
361.9,1.97,2.67,2.48,-51.38,-217.37,105.56,-3.91,1.67,1.08,21.37,-93.87,17.19,walk
361.91,-0.51,1.0,3.95,-19.19,-201.94,118.75,-4.17,1.74,-1.06,-36.06,-113.44,31.31,walk
361.93,-3.2,2.43,5.9,11.19,-203.25,135.87,-5.93,0.03,-3.61,-118.44,-138.69,64.37,walk
361.94,-7.91,5.59,8.03,14.31,-257.31,164.37,-6.18,-0.14,-2.96,-129.25,-160.5,78.0,walk
361.96,-8.6,4.62,8.01,0.75,-296.25,176.44,-7.22,-0.32,-2.38,-116.5,-200.12,87.5,walk
361.97,-6.96,0.22,6.31,0.5,-338.62,189.25,-7.91,-1.0,-1.92,-102.87,-224.75,102.19,walk
361.99,-5.94,-1.83,5.7,37.69,-326.37,175.87,-8.98,-1.03,-1.73,-95.19,-239.37,106.56,walk
362.0,-7.24,-2.65,7.03,59.0,-309.56,156.0,-10.07,-2.84,-2.76,-81.19,-256.31,111.94,walk
362.02,-9.1,-1.9,8.12,79.44,-296.44,131.75,-10.02,-2.52,-3.92,-30.94,-280.75,110.87,walk
362.03,-11.52,-0.26,9.64,96.81,-299.56,92.44,-10.47,-1.53,-4.34,-1.5,-286.37,111.75,walk
362.05,-10.78,0.91,9.29,96.5,-302.94,81.5,-11.91,0.1,-3.96,25.75,-294.5,114.75,walk
362.06,-10.55,1.9,8.98,95.75,-283.5,71.31,-12.4,0.0,-4.06,20.12,-297.75,117.56,walk
362.08,-10.9,2.39,9.02,101.56,-245.19,82.69,-13.58,-0.1,-4.5,3.94,-297.69,128.19,walk
362.09,-11.96,3.72,8.99,98.31,-225.19,94.87,-13.45,-0.18,-4.5,-11.0,-293.62,133.94,walk
362.11,-11.64,2.45,8.87,79.44,-173.69,114.81,-14.1,-1.53,-3.48,-37.44,-289.69,139.06,walk
362.12,-13.28,0.32,9.37,74.31,-145.06,117.56,-14.28,-1.63,-3.47,-34.25,-278.69,133.25,walk
362.14,-16.11,-1.82,9.73,87.06,-105.25,104.19,-14.74,-1.45,-4.61,-21.31,-273.75,127.25,walk
362.15,-17.56,-2.61,9.72,104.31,-95.94,95.87,-14.86,-1.37,-6.48,4.0,-247.56,127.5,walk
362.17,-21.34,-3.42,8.73,140.56,-101.37,94.56,-14.74,-1.93,-7.49,8.31,-232.37,119.0,walk
362.19,-22.23,-2.9,7.0,110.5,-141.62,84.94,-8.97,-1.45,-8.77,15.06,-199.0,93.62,walk
362.2,-23.21,-6.49,-2.25,75.75,-153.31,71.69,-7.4,-1.48,-8.68,17.87,-170.19,79.94,walk
362.21,-22.59,-8.92,-5.83,45.69,-146.62,58.94,-6.82,-1.22,-8.71,-0.69,-67.25,45.44,walk
362.23,-13.02,-8.01,-6.82,19.81,-62.13,24.75,-8.2,-1.81,-6.88,-21.75,-7.06,24.87,walk
362.24,-10.98,-5.03,-4.68,7.56,-4.69,1.75,-9.13,-3.09,-5.31,-14.56,99.19,-15.5,walk
362.26,-8.86,7.67,1.92,-67.12,107.06,-37.75,-9.86,-1.69,-3.82,-1.81,107.87,-19.94,walk
362.28,-6.06,-1.69,-1.1,-174.0,147.0,-54.63,-8.78,-0.58,-3.12,-48.38,131.06,-36.31,walk
362.29,-1.04,0.98,14.64,-135.94,163.81,-31.75,-14.86,1.9,18.24,-15.69,128.06,-33.31,walk
362.31,-0.3,0.37,17.25,-73.87,219.12,-83.62,-10.86,-2.36,3.23,-47.63,116.5,-8.44,walk
362.32,-34.29,5.37,20.29,-97.12,202.75,-117.94,-14.69,1.7,-10.8,-53.13,129.31,-14.63,walk
362.34,-0.82,6.87,7.99,-112.75,33.56,-54.94,-17.56,5.74,2.93,-43.69,165.12,-17.5,walk
362.36,-7.94,-9.06,14.67,-42.13,40.5,-42.63,-6.0,-2.2,-2.69,-94.94,137.06,-36.56,walk
362.37,-9.0,8.41,7.58,-28.56,32.5,-37.13,-6.48,0.41,-4.82,-23.62,130.56,-37.81,walk
362.39,-6.69,2.69,8.6,-31.06,9.5,-22.87,-11.84,1.22,-1.64,32.5,116.44,-37.06,walk
362.4,-5.4,2.0,8.66,-28.12,4.12,-15.25,-11.79,1.67,-0.92,43.19,96.94,-33.56,walk
362.42,-5.12,0.06,9.73,-17.62,4.31,-11.63,-12.47,1.18,-0.23,36.44,88.06,-35.06,walk
362.43,-5.18,1.14,9.05,-14.44,-0.06,-11.13,-10.24,1.66,-1.45,0.75,77.12,-28.69,walk
362.45,-4.93,1.2,8.85,-7.75,-3.06,-9.06,-10.51,0.97,0.05,-14.19,63.13,-23.87,walk
362.46,-4.8,1.54,8.62,-3.44,-0.75,-8.94,-10.44,1.03,-0.02,-6.44,58.06,-21.37,walk
362.48,-4.84,1.32,8.58,-1.56,1.37,-8.19,-9.91,1.29,-0.08,4.31,53.5,-24.31,walk
362.49,-4.74,1.82,8.26,-2.19,2.19,-8.0,-9.66,1.58,-0.24,4.37,50.31,-21.62,walk
362.51,-4.8,1.47,8.42,-3.25,7.81,-7.87,-10.04,0.77,-0.19,2.69,44.31,-16.06,walk
362.52,-4.85,1.2,8.45,-2.37,8.56,-6.87,-10.13,0.58,-0.15,3.0,41.63,-15.13,walk
362.54,-5.02,1.7,8.28,-1.0,9.94,-4.62,-9.43,1.73,-0.12,5.81,39.69,-15.06,walk
362.56,-4.94,1.83,8.37,-1.5,8.63,-5.0,-9.45,1.89,0.18,10.31,38.0,-16.56,walk
362.58,-4.95,1.8,8.28,-2.19,7.25,-5.81,-9.35,1.67,-0.06,12.5,37.81,-17.87,walk
362.59,-4.92,1.64,8.24,-1.75,7.75,-7.0,-9.35,1.49,0.0,13.19,41.81,-19.62,walk
362.6,-4.85,1.61,8.37,-1.94,8.25,-7.19,-9.35,1.56,0.17,11.5,45.5,-20.56,walk
362.62,-4.71,1.75,8.47,-2.19,11.69,-7.94,-9.52,1.7,0.39,4.06,51.56,-20.81,walk
362.63,-4.6,1.79,8.32,-2.19,13.56,-8.75,-9.46,1.37,0.32,4.19,54.25,-22.06,walk
362.65,-5.5,1.54,8.56,-1.87,18.25,-10.5,-9.36,1.36,-0.39,9.19,60.13,-25.62,walk
362.67,-5.56,1.47,8.11,-2.25,16.25,-9.5,-9.28,1.18,-0.94,10.63,62.13,-26.25,walk
362.68,-5.04,1.6,8.34,-4.56,11.31,-8.06,-9.41,1.18,-1.05,7.62,68.37,-30.0,walk
362.69,-4.69,1.88,8.37,-5.19,11.56,-7.94,-9.8,0.93,-0.95,4.69,69.87,-30.44,walk
362.71,-4.66,1.85,8.46,-6.44,20.19,-10.0,-10.48,0.46,-0.55,11.75,71.81,-30.06,walk
362.73,-4.61,1.75,8.61,-6.62,23.81,-11.63,-10.48,0.49,-0.81,20.56,71.5,-29.25,walk
362.75,-4.93,1.3,8.76,-6.12,29.12,-12.88,-10.32,0.39,-1.36,30.87,72.0,-28.69,walk
362.76,-4.78,0.97,8.97,-5.44,35.06,-13.13,-10.56,0.17,-1.23,30.62,73.37,-29.5,walk
362.78,-5.27,0.99,8.71,1.69,45.0,-17.44,-10.35,0.45,-1.55,29.19,76.69,-31.56,walk
362.79,-5.36,1.45,8.6,3.5,49.06,-18.94,-10.38,1.1,-1.93,30.81,78.44,-32.81,walk
362.81,-5.33,2.61,8.68,-4.25,59.0,-24.25,-10.64,1.36,-1.7,34.0,82.37,-36.69,walk
362.83,-5.29,1.95,8.87,-14.31,66.56,-27.37,-11.0,0.37,-1.13,34.56,85.5,-37.69,walk
362.84,-5.17,1.79,8.97,-22.44,88.69,-36.56,-11.12,0.58,-0.67,41.31,94.56,-40.13,walk
362.86,-5.07,2.55,8.91,-33.75,114.0,-52.19,-11.73,1.09,-0.4,53.25,109.69,-46.19,walk
362.88,-5.11,2.77,8.84,-43.5,127.31,-63.94,-12.37,1.22,-0.64,64.62,115.44,-48.25,walk
362.89,-4.87,2.87,9.52,-58.25,162.0,-91.19,-14.36,1.57,0.44,84.5,132.12,-53.44,walk
362.91,-4.5,3.06,10.49,-67.75,208.94,-132.37,-17.15,2.1,2.39,92.94,152.44,-59.44,walk
362.93,-4.34,3.72,11.31,-77.31,238.06,-160.0,-18.62,2.92,4.52,105.94,161.12,-62.69,walk
362.94,-5.98,2.28,12.94,-91.5,323.94,-208.5,-18.96,3.1,5.89,116.62,173.81,-69.69,walk
362.96,-8.38,-3.62,14.68,-56.13,416.94,-210.94,-17.57,1.11,2.53,114.06,192.94,-87.62,walk
362.98,-10.99,-2.69,14.8,-17.12,447.56,-204.62,-16.93,2.75,0.98,122.37,189.37,-107.56,walk
362.99,-13.67,7.76,13.96,-27.19,457.06,-233.75,-13.49,5.83,-2.28,149.62,162.87,-131.87,walk
363.01,-11.61,5.63,13.33,-69.19,425.37,-237.44,-11.51,3.72,-2.91,147.19,116.25,-92.69,walk
363.03,-11.45,6.25,7.94,-80.5,335.81,-229.5,-12.08,2.47,-7.12,88.75,91.62,-59.94,walk
