Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
265.26,-5.64,0.47,7.94,-0.13,-0.44,-1.0,-8.91,0.49,-1.11,2.19,-29.25,-7.75,stairascent
265.27,-5.24,0.12,8.2,-0.56,-2.75,-0.44,-9.46,0.37,1.01,10.44,-24.94,-7.37,stairascent
265.29,-5.22,1.31,8.28,0.88,-1.56,0.06,-10.03,1.53,1.03,23.19,-14.63,-12.94,stairascent
265.31,-5.38,0.72,8.12,0.44,0.19,-1.25,-9.3,1.37,-0.19,13.06,-11.63,-12.88,stairascent
265.32,-5.28,0.67,8.02,-1.12,0.0,-1.69,-9.1,0.05,0.31,6.94,-4.12,-13.19,stairascent
265.34,-5.04,0.56,8.2,-1.5,-0.25,-1.75,-9.32,0.15,0.79,12.56,2.94,-16.75,stairascent
265.36,-4.99,0.91,8.39,0.69,4.19,-3.12,-9.79,0.88,0.01,19.44,11.88,-14.63,stairascent
265.37,-5.42,0.48,8.06,0.37,7.12,-3.81,-9.37,0.55,-0.41,11.81,14.81,-14.0,stairascent
265.38,-5.05,0.85,8.25,-0.19,7.5,-3.94,-9.92,0.8,0.38,5.5,21.69,-13.06,stairascent
265.4,-5.01,1.17,8.33,0.37,9.25,-4.87,-10.09,0.76,0.47,5.37,24.56,-12.63,stairascent
265.42,-4.96,0.84,8.62,1.5,16.94,-9.31,-10.54,0.35,-0.66,3.87,28.94,-12.38,stairascent
265.43,-5.42,0.34,8.58,2.19,21.44,-10.38,-10.76,0.28,-0.6,5.12,29.5,-12.88,stairascent
265.45,-4.55,1.31,9.25,4.0,28.19,-11.44,-11.55,0.94,-0.37,11.75,28.25,-15.69,stairascent
265.46,-5.18,1.36,8.97,6.69,52.44,-15.63,-12.1,-0.21,0.36,18.44,23.12,-17.25,stairascent
265.48,-5.79,0.81,8.8,3.44,51.88,-15.81,-12.35,-0.05,-0.56,26.31,22.31,-18.44,stairascent
265.5,-4.16,0.23,9.98,0.25,48.88,-14.81,-13.51,-0.84,0.49,31.56,21.69,-25.31,stairascent
265.51,-5.12,0.41,9.58,17.44,64.62,-11.06,-13.49,-0.3,1.07,31.12,20.5,-28.87,stairascent
265.53,-5.19,1.19,9.79,22.44,75.94,-12.0,-15.27,0.29,3.52,28.31,28.44,-31.94,stairascent
265.54,-4.94,3.18,10.47,11.06,107.56,-27.25,-15.61,0.39,4.27,23.69,36.25,-33.75,stairascent
265.56,-3.3,2.83,11.26,-15.44,143.5,-42.69,-17.65,0.19,6.42,21.94,52.44,-38.63,stairascent
265.57,-3.5,4.55,10.76,-47.06,218.12,-82.37,-17.77,-0.37,8.23,21.87,61.56,-40.0,stairascent
265.59,-3.18,4.69,11.64,-80.56,287.44,-120.37,-16.88,0.27,9.61,57.63,75.81,-41.56,stairascent
265.61,-8.77,0.39,12.49,-67.12,320.44,-111.19,-17.4,2.31,4.05,88.0,97.37,-42.56,stairascent
265.62,-36.62,1.91,15.43,19.94,361.87,-103.62,-18.03,4.02,-1.5,73.12,106.37,-38.88,stairascent
