Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
310.7,-5.15,0.67,8.27,-0.5,-1.69,1.44,-9.7,-0.59,-0.46,-2.44,-2.44,-0.88,stairascent
310.71,-5.17,0.76,8.27,-0.75,-1.75,1.37,-9.78,-0.54,-0.41,-2.69,-2.12,-1.12,stairascent
310.72,-5.13,0.84,8.31,-1.06,-1.87,1.25,-9.97,-0.54,-0.34,-2.69,-2.12,-1.69,stairascent
310.74,-5.15,0.77,8.32,-1.19,-1.44,1.19,-9.96,-0.62,-0.39,-2.62,-2.12,-2.31,stairascent
310.75,-5.12,0.87,8.33,-0.75,-1.19,0.69,-9.9,-0.45,-0.29,-0.25,-2.19,-3.81,stairascent
310.77,-5.17,0.83,8.32,-0.88,-1.12,0.62,-9.84,-0.71,-0.52,-0.69,-2.87,-4.69,stairascent
310.79,-5.15,0.71,8.3,-1.06,-0.88,0.37,-9.9,-0.76,-0.46,-0.19,-3.0,-5.19,stairascent
310.8,-5.12,0.77,8.34,-1.0,-0.94,0.13,-9.94,-0.71,-0.41,2.62,-4.0,-6.06,stairascent
310.82,-5.12,0.77,8.36,-0.81,-0.5,-0.06,-9.86,-0.6,-0.51,2.62,-4.12,-6.44,stairascent
310.83,-5.18,0.75,8.31,-0.75,-0.13,-0.19,-9.8,-0.67,-0.55,1.19,-4.75,-7.25,stairascent
310.85,-5.13,0.72,8.28,-0.81,-0.5,-0.25,-9.74,-0.69,-0.18,1.62,-4.81,-7.81,stairascent
310.86,-5.12,0.76,8.33,-0.69,-0.62,-0.13,-9.8,-0.59,-0.14,1.75,-3.94,-8.5,stairascent
310.88,-5.14,0.81,8.35,-0.94,-0.44,-0.5,-9.85,-1.05,-0.48,-2.25,-3.31,-8.88,stairascent
310.9,-5.21,0.68,8.32,-1.06,-0.25,-0.62,-9.81,-1.12,-0.42,-1.81,-3.81,-9.38,stairascent
310.91,-5.15,0.74,8.33,-0.56,-0.75,-0.44,-9.77,-0.82,-0.16,4.69,-4.25,-10.69,stairascent
310.93,-5.13,0.75,8.28,-0.25,-0.94,-0.37,-9.65,-0.71,0.05,5.75,-3.75,-11.06,stairascent
310.95,-5.06,0.79,8.31,-0.37,-1.0,-0.25,-9.63,-0.69,0.24,2.62,-0.81,-11.81,stairascent
310.96,-5.06,0.79,8.34,-0.56,-0.94,-0.56,-9.67,-0.73,0.31,0.69,3.5,-12.38,stairascent
310.98,-5.03,0.79,8.34,-0.25,0.56,-1.5,-9.53,-0.8,0.69,1.12,9.0,-14.38,stairascent
311.0,-4.99,0.83,8.38,-0.06,1.25,-2.06,-9.5,-0.57,1.12,2.87,12.81,-15.5,stairascent
311.01,-4.88,1.07,8.4,0.88,3.19,-3.44,-9.7,-0.09,1.48,6.87,23.31,-18.56,stairascent
311.03,-4.87,1.22,8.44,1.12,5.19,-4.87,-9.98,-0.3,1.36,4.12,29.87,-20.12,stairascent
311.05,-4.7,1.7,8.79,-0.69,10.13,-8.13,-10.5,-0.04,1.7,-1.5,45.63,-25.75,stairascent
311.06,-5.02,1.76,8.58,-3.25,14.81,-10.88,-10.7,-0.11,1.3,-1.62,52.88,-26.75,stairascent
311.08,-4.69,1.56,9.23,-1.81,18.81,-13.63,-11.64,-0.95,0.81,-2.62,64.31,-28.31,stairascent
311.09,-4.56,1.22,9.53,-2.75,22.37,-14.81,-12.1,-1.18,0.9,8.19,71.06,-31.75,stairascent
311.11,-4.22,2.52,10.74,-1.5,39.5,-22.25,-13.57,-0.2,1.17,17.12,74.19,-36.94,stairascent
311.12,-3.98,2.68,10.92,-26.25,73.31,-31.81,-13.93,-0.29,1.72,7.87,84.94,-53.63,stairascent
311.14,-4.18,1.39,10.71,-34.13,93.37,-42.81,-13.19,-0.42,1.7,2.87,88.87,-64.25,stairascent
311.15,-5.58,4.28,10.33,-44.75,130.44,-60.13,-13.34,-0.13,0.81,2.87,90.31,-73.5,stairascent
311.17,-5.67,4.14,9.12,-58.88,141.06,-70.56,-12.26,0.92,-1.33,9.0,83.87,-75.0,stairascent
311.18,-9.36,2.8,8.81,-76.94,150.87,-105.37,-10.48,1.16,-3.86,-9.0,72.12,-51.56,stairascent
311.2,-9.75,5.67,7.65,-72.31,146.56,-117.87,-10.06,0.49,-5.0,-24.12,67.62,-39.81,stairascent
311.21,-6.56,4.53,8.78,-121.44,103.25,-146.31,-9.07,-0.53,-4.06,-36.63,46.69,-18.31,stairascent
311.23,-3.89,6.25,8.75,-153.06,64.62,-129.0,-8.17,-1.33,-1.84,-36.81,35.69,-12.81,stairascent
311.25,-8.41,7.62,8.55,-79.5,28.19,39.88,-7.2,4.04,0.02,-32.88,9.5,-0.19,stairascent
311.26,-1.28,10.08,5.11,-22.56,18.56,119.87,-6.98,6.03,0.85,-53.63,-0.13,17.31,stairascent
311.28,-1.43,2.32,8.01,-39.5,-0.13,170.0,-7.45,2.07,0.93,-163.87,-56.0,62.88,stairascent
311.3,-1.64,2.09,8.45,-17.81,-12.69,166.5,-7.82,-1.1,1.59,-150.62,-70.69,69.56,stairascent
311.32,-1.84,1.43,8.83,28.06,-46.25,140.06,-7.91,-1.65,1.59,-58.56,-102.19,74.06,stairascent
311.33,-2.25,0.3,9.1,43.13,-63.38,120.56,-8.16,-1.26,1.27,-19.19,-114.94,75.0,stairascent
311.35,-2.92,0.61,9.34,77.0,-92.44,82.44,-9.21,-1.05,0.61,23.81,-139.06,77.94,stairascent
311.36,-3.44,0.73,9.5,90.87,-103.5,65.25,-9.42,-1.15,0.45,40.31,-150.19,79.75,stairascent
311.38,-4.65,1.13,9.42,110.94,-122.62,41.13,-9.85,-1.16,0.23,68.94,-165.44,83.25,stairascent
311.39,-4.8,1.82,8.82,126.44,-131.12,28.5,-10.27,-0.67,0.32,84.5,-172.31,88.81,stairascent
311.41,-5.24,2.39,8.61,127.81,-128.0,24.0,-10.67,0.01,0.24,81.44,-175.37,92.87,stairascent
311.42,-6.07,2.58,8.93,120.12,-111.69,21.44,-11.04,0.0,-0.19,58.81,-177.94,101.75,stairascent
311.44,-6.53,2.78,9.2,116.44,-102.06,25.87,-11.54,-0.28,-0.12,42.44,-178.19,104.19,stairascent
311.45,-7.86,3.04,9.73,106.31,-85.69,47.88,-11.64,-0.59,-0.28,16.81,-174.69,105.44,stairascent
311.47,-8.12,2.9,9.72,99.0,-79.0,64.19,-11.55,-0.2,-0.44,1.37,-171.75,103.5,stairascent
311.49,-9.72,2.7,9.89,78.0,-65.5,99.56,-11.0,0.24,-0.39,-32.0,-162.69,95.69,stairascent
311.51,-10.35,1.8,9.25,37.25,-65.25,129.25,-10.48,0.22,-0.04,-70.0,-146.75,82.5,stairascent
311.52,-9.17,-2.05,8.42,13.56,-69.5,139.25,-10.5,-1.28,0.19,-81.56,-138.06,77.12,stairascent
311.54,-8.06,-3.77,7.74,-4.06,-64.56,142.31,-10.78,-1.46,0.81,-81.69,-119.56,57.06,stairascent
311.55,-10.68,-4.4,7.49,-4.75,-46.44,118.62,-10.15,-1.37,0.35,-73.31,-107.5,42.88,stairascent
311.57,-11.01,-4.8,6.95,-16.19,-47.06,95.69,-7.66,-1.27,-0.62,-62.44,-73.5,21.87,stairascent
311.59,-9.16,-5.13,3.94,-40.38,-63.06,44.38,-7.46,-1.67,-0.33,-56.06,-32.63,6.56,stairascent
311.6,-7.58,-3.61,1.68,-42.19,-60.19,23.19,-7.67,-2.57,0.52,-45.44,-10.69,5.25,stairascent
311.61,-7.08,-3.56,1.94,-32.38,-13.0,-5.75,-8.01,-2.28,0.3,-29.25,11.44,5.0,stairascent
311.63,-7.71,-2.91,2.75,-16.75,18.25,-10.0,-8.16,-0.45,-1.21,0.62,49.19,-1.56,stairascent
