Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
215.15,-4.91,1.76,8.4,-0.44,0.56,-0.5,-9.24,1.32,2.97,-1.31,11.88,-2.12,walk
215.17,-4.84,1.79,8.39,-0.37,0.31,-0.31,-9.22,1.68,2.85,0.37,12.5,-2.19,walk
215.18,-4.91,1.87,8.29,-0.37,0.25,-0.5,-9.18,1.68,2.74,-2.12,12.63,-2.06,walk
215.19,-4.9,1.68,8.4,-1,0.31,-0.44,-9.36,1.52,2.89,-4.25,13.06,-1.94,walk
215.21,-4.88,1.77,8.41,-0.44,0.44,-0.37,-9.26,1.68,2.91,-3.5,14.25,-3.44,walk
215.23,-4.89,1.87,8.35,-0.56,0.44,-0.56,-9.19,1.46,2.7,-4.12,15,-4.06,walk
215.25,-4.89,1.66,8.4,-0.94,0.31,-0.81,-9.23,1.19,2.68,-5.25,15.13,-4,walk
215.26,-4.93,1.61,8.47,-0.56,0,-0.37,-9.31,1.18,2.69,-1.69,15.56,-4.06,walk
215.28,-5.04,1.6,8.41,0.31,-0.94,0.81,-9.31,1.4,2.34,-1.37,16,-4.44,walk
215.29,-4.9,1.81,8.36,0.37,-1.75,1.5,-9.35,1.42,2.55,-1,16.75,-5.37,walk
215.31,-4.86,1.76,8.35,0.31,-2.19,1.62,-9.36,1.47,2.76,-0.56,16.94,-5.31,walk
215.32,-4.83,1.86,8.33,0.56,-2.06,1.62,-9.21,1.55,2.7,0.25,18.19,-6,walk
215.34,-4.77,1.68,8.42,-0.06,-1.37,0.94,-9.15,1.48,2.74,-2.75,20.19,-5.81,walk
215.35,-4.85,1.66,8.35,-0.37,-1,1,-9.32,1.49,2.52,-2.56,21.44,-5.75,walk
