Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
24.61,-5.13,1,8.39,0.25,-2.19,0.81,-9.49,0.57,0.81,-5.75,-12.81,-1.06,walk
24.62,-5.24,0.87,8.48,0.37,-2.37,1.19,-9.59,0.63,0.87,-5.25,-12.44,-1.5,walk
24.64,-5.18,1.02,8.43,1.5,-3.12,2,-9.37,1.03,0.96,-6.75,-10.31,-3.25,walk
24.65,-5,1.39,8.28,2.87,-4.69,3.44,-9.32,0.98,1.12,-11.19,-9.13,-4.19,walk
24.67,-4.92,1.36,8.33,1.62,-5.31,2.81,-9.43,0.81,1.36,-11.25,-7.31,-6.06,walk
24.68,-4.97,1.3,8.33,-0.5,-4.62,1.06,-9.4,0.33,1.17,-14.94,-6.12,-6.81,walk
24.7,-5,1.16,8.36,-1.5,-4.62,0.5,-9.39,0.17,1.25,-13.63,-4.87,-7.69,walk
24.72,-4.92,0.67,8.55,-1.5,-4.56,-0.06,-9.19,0.29,1.57,-11.69,-2.5,-8.5,walk
24.73,-5.01,1.53,8.25,-0.37,-4.69,1.06,-9.14,0.52,1.66,-10.56,-0.81,-8.81,walk
24.74,-5,1.05,8.4,0.13,-5.31,1.5,-9.21,0.46,1.5,-14.5,4.69,-8.75,walk
24.76,-4.91,1.1,8.36,1.12,-6.12,1.94,-9.05,-0.07,1.78,-16.75,7.44,-9.63,walk
24.77,-4.6,1.16,8.32,0.69,-5.31,1.87,-9.39,0.34,1.39,-10.69,11.56,-10.38,walk
24.79,-4.77,1.2,8.4,-0.19,-2.87,1,-9.49,0.47,1.38,-8.69,13.38,-10.19,walk
24.81,-4.78,1.35,8.35,-1,-1.75,-0.06,-9.51,0.45,1.24,-7.56,17.19,-11.31,walk
24.82,-4.92,1.15,8.39,-1.56,-1.12,-0.5,-9.14,0.29,0.97,-12.69,17.94,-11,walk
24.84,-4.94,1.3,8.31,-2.37,-0.94,-0.75,-9.35,0.42,0.84,-13.88,21,-12.56,walk
24.85,-5.04,1.05,8.44,-2.75,-1.87,-0.37,-9.68,0.4,0.51,-18.12,21.19,-12.44,walk
24.87,-5.02,1.19,8.33,-1.81,-2.56,0.25,-9.59,-0.12,0.12,-24.25,19.5,-12,walk
24.89,-4.8,1.01,8.36,-2.06,-4.12,1.19,-9.3,-0.64,0.93,-13.56,19.19,-12.75,walk
24.9,-4.71,1.16,8.48,-2.37,-2.87,0.81,-9.33,-0.24,0.78,-9.44,18.62,-11.81,walk
24.92,-4.79,1.14,8.4,-1.75,-1.81,0.88,-9.59,0.03,0.36,-14.38,18.12,-8.44,walk
24.93,-4.98,0.35,8.59,-1.37,-1.37,0.62,-9.44,-0.65,0.04,-16.62,17.44,-7.69,walk
24.94,-4.96,0.91,8.46,0.31,-2.56,2.06,-9.52,-0.8,0.12,-6.56,17.69,-10.25,walk
24.96,-4.1,-3.04,9.2,1.31,-6.87,-0.13,-9.53,0.61,-0.11,-5.12,15.38,-10.06,walk
24.98,-4.53,0.43,8.66,7.5,-0.75,1.5,-9.79,1.06,-0.39,-16.44,14.63,-7.12,walk
24.99,-4.76,2.49,7.99,-1,-1.81,0.62,-9.84,-0.18,0.27,-23.75,11.56,-8.19,walk
25.01,-4.78,0.85,8.53,-6,-1.94,-1.81,-9.68,-0.44,0.31,-14.5,10.06,-8.38,walk
25.02,-4.86,1.13,8.64,-6.31,-1.56,-2.81,-9.88,-0.62,0.39,-11.56,9.13,-8.25,walk
25.04,-5.04,0.51,8.71,-5.94,-0.88,-3.31,-9.82,-1.26,-0.18,-10.06,5.81,-7.19,walk
25.05,-4.89,0.92,8.54,-1.94,-1.5,-0.75,-9.66,-0.92,-0.09,-2.94,4.62,-7,walk
25.07,-4.88,0.88,8.51,-1.31,-1.62,-0.44,-9.73,-0.23,0.59,-0.81,2.87,-4.37,walk
25.08,-4.94,0.91,8.55,-0.06,-1.5,0.69,-9.5,-0.07,0.23,-3.12,3.06,-3.81,walk
25.1,-4.86,1.3,8.37,2.69,-2.56,2.44,-9.54,-1.17,0.63,-6.56,4.5,-2.81,walk
25.11,-4.61,0.96,8.49,1.37,-1.69,1.87,-9.6,-1.35,0.58,-1.56,4.12,-2.5,walk
25.13,-4.75,1.01,8.46,2.69,0.13,1.19,-9.52,-0.41,0.54,14.25,4.81,-3.62,walk
25.14,-4.56,1.32,8.43,2.12,0.69,0.69,-9.73,0.4,0.54,16.37,5.19,-4,walk
25.16,-4.69,1.31,8.43,-0.19,2.12,-1.19,-9.54,0.15,0.25,6.56,3.87,-4.19,walk
25.17,-3.89,1.93,8.58,-1.75,1.94,-2.37,-9.48,-0.48,0.85,7.62,3.5,-5.37,walk
25.19,-4.94,-2.62,9.15,-5,-0.19,-5.19,-9.51,-0.73,-0.54,15.81,2.44,-6.56,walk
25.21,-4.88,0.77,8.66,-5.12,0.19,-2.12,-9.65,-0.9,-0.1,20.37,1.87,-6.87,walk
25.22,-4.91,0.12,8.79,0.5,0.94,-0.94,-9.83,-0.43,0.1,24.69,2.56,-5.81,walk
25.24,-4.78,1.33,8.42,2.87,0.44,0.13,-9.69,-0.33,0.28,12.19,1.62,-4.25,walk
25.25,-4.62,1.07,8.45,1.69,0.37,-0.19,-9.73,-0.45,0.37,7.75,0.94,-3.37,walk
25.27,-4.81,1.24,8.4,1,1.5,-0.62,-9.53,-0.61,0,5.75,-0.06,-2.62,walk
25.28,-4.79,1.07,8.45,0.25,1.56,-0.88,-9.7,-0.59,0.3,7.87,-0.44,-3.06,walk
25.3,-4.71,1.28,8.35,0.25,1.69,-0.94,-9.6,-0.37,0.28,10.13,-0.5,-3.44,walk
25.31,-4.77,1.16,8.41,-0.81,2.75,-2.06,-9.61,-0.52,0.51,8.31,-0.37,-3.25,walk
25.33,-4.84,1.2,8.38,-1.5,3.81,-2.56,-9.51,0.1,0.33,11.63,0.44,-5.12,walk
25.34,-4.85,1.32,8.39,-2.25,3.81,-2.94,-9.64,0.28,0.28,11.38,0.75,-5.81,walk
25.36,-4.76,1.41,8.33,-5.44,4.31,-4.62,-9.61,-0.09,0.42,7.94,-0.5,-7.81,walk
25.37,-4.81,1.29,8.36,-7.62,4.69,-5.94,-9.6,-0.13,0.29,8.81,-1.44,-8.75,walk
25.39,-5.01,1.09,8.42,-9.25,5.19,-5.81,-9.57,-0.32,0,3.37,-2.75,-9.88,walk
25.41,-5.05,0.67,8.5,-8.69,4.56,-5,-9.43,-0.79,0.03,-2.37,-1.69,-9.81,walk
25.42,-4.94,0.66,8.57,-6.62,3.06,-2.75,-9.66,-0.99,0.45,1.19,-0.62,-10.19,walk
25.44,-4.99,0.75,8.56,-5.06,3.06,-1.94,-9.65,-0.51,0.46,10.13,2.25,-11.75,walk
25.45,-5.02,1.04,8.49,-2.31,2.31,-0.69,-9.79,0.37,0.22,9.88,3.19,-12.94,walk
25.47,-5.02,1.09,8.46,-2.37,1.87,-0.69,-9.89,0.35,0.22,1.69,4.12,-15.38,walk
25.48,-4.99,1.24,8.39,-3.44,0.5,-0.56,-9.76,-0.14,0.1,0.75,3.94,-16.87,walk
25.5,-4.97,1.09,8.4,-4.37,0.06,-0.81,-9.73,-1.01,-0.14,-0.13,2.87,-17.5,walk
25.51,-5.02,0.54,8.6,-4.94,-0.69,-1,-9.94,-1.56,-0.28,3.25,2.06,-17.69,walk
25.53,-4.97,0.75,8.56,-1.31,-1.69,0.75,-9.82,-0.86,-0.11,13.81,0.31,-18.37,walk
25.55,-4.9,0.95,8.42,0,-1.75,1.12,-9.67,-0.64,-0.06,13.69,-1.06,-17.87,walk
25.56,-5.03,0.97,8.45,0.19,-2.19,1.37,-9.59,-0.51,0.07,7.25,-2.56,-17.06,walk
25.58,-5.01,0.97,8.44,0.25,-2.81,1.56,-9.53,-0.59,0.09,-0.44,-3.06,-16.19,walk
25.59,-4.86,1.21,8.38,-0.5,-4,1.62,-9.56,-0.72,0.37,-6.06,-2.94,-16.44,walk
25.6,-4.84,1.06,8.4,-1.81,-4.12,0.69,-9.5,-1.22,0.42,-9.69,-2.62,-15.69,walk
25.62,-4.85,0.81,8.47,-2.5,-3.5,-0.69,-9.65,-1.59,0.28,-10.06,-2.25,-14.13,walk
25.64,-4.88,0.73,8.44,-2.12,-2.81,-0.5,-9.44,-1.46,0.28,-4.19,-2.12,-14.31,walk
25.65,-4.81,0.85,8.46,-0.94,-2.19,-0.31,-9.51,-1.32,0.33,3.62,-1.06,-14.06,walk
25.67,-4.83,0.88,8.46,-0.69,-1.81,-0.25,-9.56,-1.35,0.37,3.94,-0.81,-13.31,walk
25.68,-4.82,0.83,8.51,-0.75,-0.62,-0.62,-9.64,-1.53,0.22,4.75,-0.44,-12,walk
25.7,-4.85,0.82,8.45,-0.25,-0.5,-0.56,-9.56,-1.59,0.14,9.44,-1.12,-11,walk
25.71,-4.92,0.8,8.45,0.19,0.5,0,-9.63,-1.43,0,12.31,-1.37,-10.75,walk
25.73,-4.94,0.91,8.51,0.44,0.37,0.44,-9.79,-1.32,0.02,13.19,-2.19,-9.56,walk
25.75,-5.13,1.05,8.51,0.5,0.31,0.31,-9.57,-1.46,-0.47,10.81,-2.87,-8.56,walk
25.76,-6.89,3.95,10.29,4.12,-3.31,-10.19,-9.5,-2.36,0.35,6.19,-3.5,-5.69,walk
25.78,-6.24,-0.82,9.79,6.81,-3.12,5.06,-9.88,-0.96,0.65,20.87,-3.31,-8.5,walk
25.79,-5.34,2.36,8.11,4.75,-1.31,1.81,-9.71,-1.06,0.43,8.56,-5.81,-4.06,walk
25.81,-4.9,0.54,8.63,1.87,-1.31,1.75,-9.61,-1.39,0.44,2.19,-5.56,-4.31,walk
25.83,-4.81,0.94,8.45,1,-1.19,0.75,-9.44,-1.6,0.43,3.56,-5.5,-3.62,walk
25.84,-4.81,1.08,8.4,1.44,-0.62,0.69,-9.51,-1.43,0.49,10.81,-4.06,-3.75,walk
25.86,-4.86,0.98,8.44,1.12,-0.37,0.5,-9.5,-1.18,0.54,12.94,-3.56,-4.06,walk
25.87,-4.84,0.97,8.46,0.56,0.06,0.25,-9.56,-1.11,0.56,11.5,-2.62,-3.69,walk
25.89,-4.81,1.13,8.42,-0.81,0.62,-0.25,-9.58,-0.93,0.63,9.81,-2.25,-3.69,walk
25.9,-4.83,1,8.41,-1.75,1.06,-0.56,-9.47,-1.1,0.47,3.31,-1.62,-3,walk
25.92,-4.9,0.87,8.44,-2.06,1.12,-0.81,-9.47,-1.26,0.4,-2.19,-1.56,-2.69,walk
25.93,-4.91,0.94,8.45,-2.44,1.06,-0.62,-9.66,-1.15,0.51,-0.19,-0.37,-3.87,walk
25.96,-4.91,1.01,8.45,-2.94,0.5,-0.81,-9.53,-1.28,0.39,-0.69,0.25,-4.19,walk
25.97,-4.93,0.87,8.52,-3.19,0.06,-0.75,-9.54,-1.34,0.39,-2.75,0.75,-4.44,walk
25.99,-4.93,0.9,8.44,-2.75,-0.37,-0.62,-9.64,-1.4,0.37,-2.25,2.06,-4.69,walk
26,-4.87,0.93,8.47,-2.31,-0.88,-0.37,-9.59,-1.37,0.6,-1.12,3.44,-5.31,walk
26.02,-4.86,0.85,8.5,-2.25,-0.75,-0.19,-9.48,-1.24,0.54,-2.25,4.37,-5.37,walk
26.03,-4.88,0.81,8.54,-2.06,-0.81,0.06,-9.63,-1.27,0.53,-2.44,5.81,-6,walk
26.05,-4.91,0.88,8.47,-2.06,-0.69,-0.25,-9.66,-1.39,0.31,-0.94,6.25,-6.5,walk
26.06,-4.92,0.82,8.47,-2.12,-1,-0.5,-9.53,-1.32,0.47,3.94,7.31,-8.19,walk
26.08,-4.84,0.94,8.51,-1.94,-1.25,-0.31,-9.58,-1.23,0.53,3.75,7.5,-8.56,walk
26.09,-4.81,0.95,8.46,-2.31,-1,-0.75,-9.6,-1.19,0.52,1.5,7.81,-8.56,walk
26.11,-4.84,0.88,8.46,-2.69,-0.69,-0.94,-9.49,-1.35,0.32,-3.5,7.94,-8.13,walk
26.12,-4.8,0.9,8.42,-3.5,-0.69,-1.37,-9.51,-1.4,0.33,-4.19,8.63,-8.38,walk
26.14,-4.87,0.8,8.49,-4.12,-0.37,-1.81,-9.51,-1.47,0.28,-4.94,9.06,-8.31,walk
26.16,-4.87,0.86,8.44,-4.12,-0.25,-1.62,-9.53,-1.47,0.18,-5,9.75,-8.88,walk
26.17,-4.9,0.73,8.5,-4.37,-0.31,-1.81,-9.53,-1.51,0.16,-3.75,10.19,-9.06,walk
26.19,-4.83,0.68,8.49,-4.19,-0.44,-1.56,-9.52,-1.59,0.33,-1.75,10.38,-9.19,walk
26.2,-4.85,0.8,8.46,-3.87,0.69,-2.25,-9.51,-1.52,0.32,-2.44,10.13,-8.88,walk
26.22,-4.9,0.83,8.51,-3.87,1.06,-2.5,-9.58,-1.5,-0.03,-6.19,9.88,-8.44,walk
26.23,-4.93,0.73,8.48,-3.81,0.69,-2.25,-9.59,-1.57,-0.07,-8.44,9.94,-8.44,walk
26.25,-4.86,0.61,8.4,-4.31,0.19,-2.06,-9.58,-1.83,0.09,-6.87,10.56,-8.63,walk
26.26,-4.84,0.72,8.52,-3.62,0.13,-2.06,-9.61,-1.91,-0.04,-4.69,10.38,-7.81,walk
26.28,-4.94,0.64,8.54,-3.75,0.62,-2.19,-9.59,-1.92,-0.22,-5.12,10.38,-7.37,walk
26.29,-4.96,0.6,8.49,-2.69,0.88,-1.62,-9.55,-1.88,-0.26,-5.06,10.19,-7.12,walk
26.31,-4.87,0.7,8.44,-2.75,0.44,-1.37,-9.56,-1.72,-0.15,-4.37,9.63,-6.75,walk
26.33,-4.87,0.77,8.51,-2.87,1,-1.25,-9.72,-1.73,-0.25,-8.06,8.94,-5.56,walk
26.34,-4.89,0.76,8.53,-2.87,0.75,-1.69,-9.69,-1.89,-0.27,-8.81,8.56,-5.12,walk
26.36,-4.86,0.56,8.47,-2.62,0.44,-1.5,-9.5,-2.01,-0.15,-4.44,7.69,-4.62,walk
26.37,-4.84,0.69,8.47,-2.12,1.12,-1.12,-9.55,-1.8,-0.11,-2.94,7.81,-4.06,walk
26.39,-4.83,0.74,8.55,-2.06,1.37,-1.44,-9.71,-1.66,-0.19,-7,8,-3.19,walk
