Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
41.93,-4.93,1.08,8.33,-0.94,1.31,-0.81,-9.27,-0.01,2.67,7.69,25.44,-3.25,stairascent
41.94,-5.04,1.05,8.34,-0.81,1.37,-1,-9.34,0.24,2.34,8.69,26,-3.19,stairascent
41.96,-5.04,1.05,8.39,-0.75,1.06,-1.06,-9.49,0.32,2.25,3.81,27.25,-3,stairascent
41.98,-4.89,1.28,8.19,-1.12,0.37,-0.69,-9.45,0.16,2.22,1.69,27.44,-3.75,stairascent
41.99,-4.98,1.02,8.35,-2,1.06,-1.25,-9.37,0.1,2.09,1.12,26.37,-3.69,stairascent
42.01,-5.07,1.11,8.31,-1.69,0.81,-1.31,-9.61,0.31,1.9,4.75,26.62,-5.44,stairascent
42.02,-5.02,1.04,8.33,-1.94,0.5,-1.31,-9.63,0.14,1.83,4.31,27.25,-5.37,stairascent
42.04,-5.01,0.89,8.35,-2,0.06,-1.12,-9.51,-0.01,1.64,1.69,25.56,-5.56,stairascent
42.05,-5.05,1.03,8.34,-1.81,-0.31,-0.56,-9.61,0.12,1.59,4.31,26.12,-6.56,stairascent
42.07,-5.05,0.97,8.39,-1.87,-0.81,-0.44,-9.8,0.05,1.61,6.81,25.69,-7.31,stairascent
42.08,-4.92,1.11,8.3,-1.81,-1.44,-0.56,-9.63,-0.07,1.8,7.12,25,-7.75,stairascent
42.1,-4.98,1.03,8.33,-1.87,-1.06,-0.69,-9.49,0.09,1.59,5.81,23.06,-6.81,stairascent
42.11,-4.99,1,8.31,-1.62,-0.13,-0.37,-9.72,0.12,1.68,4,23.44,-6.56,stairascent
42.13,-5,0.95,8.33,-1.56,0.13,-0.13,-9.62,0.17,1.3,-1.56,22.56,-6,stairascent
42.14,-5.04,0.99,8.29,-1.31,-0.13,-0.13,-9.59,-0.02,1.39,-4.5,22.12,-5.81,stairascent
42.16,-5,1.01,8.32,-1.25,0.06,0.13,-9.52,0.01,1.57,1.75,22.81,-8.06,stairascent
42.18,-4.96,1.09,8.33,-1.62,-0.31,0.06,-9.55,-0.1,1.46,0.94,23.12,-7.69,stairascent
42.19,-5,0.94,8.32,-2.06,-0.62,-0.44,-9.47,-0.23,1.45,-0.81,23.44,-7.19,stairascent
42.21,-4.95,0.84,8.4,-2.31,-0.62,-0.37,-9.61,-0.25,1.48,-1,25.56,-7.06,stairascent
42.22,-4.94,1.03,8.3,-1.62,-0.44,0.06,-9.65,-0.06,1.42,0.56,27.12,-7.19,stairascent
42.24,-4.95,1.16,8.23,-1.56,0.31,-0.19,-9.43,0,1.27,1.94,28.94,-7.44,stairascent
42.25,-4.96,1.05,8.3,-2.31,0.25,-0.37,-9.36,-0.01,1.11,1.19,28.87,-7.37,stairascent
42.27,-4.92,0.98,8.31,-3.06,0.5,-0.69,-9.78,0,1.36,0.37,29.44,-7,stairascent
42.28,-4.92,1.22,8.31,-3.5,0.62,-1.31,-9.8,0.11,1.14,0.06,30.5,-7.12,stairascent
42.3,-5.02,0.94,8.37,-4.06,0.88,-1.94,-9.72,0.04,0.51,-4.19,29.94,-5.75,stairascent
42.31,-5.09,0.73,8.31,-3.31,0.44,-2.37,-9.84,-0.5,0.25,-17,27,-2.69,stairascent
42.33,-4.95,0.91,8.33,-2.44,-0.81,-1.12,-9.91,-0.66,0.69,-9.31,26.5,-4.31,stairascent
42.34,-4.93,0.92,8.36,-2.37,-0.75,-1.06,-9.85,-0.5,0.63,-3.12,26.44,-5.19,stairascent
42.36,-4.99,0.94,8.34,-1.94,-0.5,-1.19,-9.83,-0.33,0.48,0.19,25.5,-5.44,stairascent
42.37,-5.01,0.97,8.29,-2.19,0.5,-0.94,-9.89,-0.32,0.07,-1.56,22.87,-5.06,stairascent
42.39,-4.92,0.77,8.32,-2.69,0.62,-1.06,-9.89,-0.53,0.04,-5.94,19.19,-3.25,stairascent
42.4,-4.97,0.91,8.36,-2.12,1,-0.94,-9.89,-0.46,0.17,-4.25,18.25,-3.25,stairascent
42.42,-5,0.99,8.34,-1.81,2.06,-1.06,-9.91,-0.19,-0.08,-0.56,15.31,-2.75,stairascent
42.44,-5.05,0.91,8.34,-1.87,2.19,-1.06,-10.03,-0.4,-0.01,-3.19,13.56,-2.25,stairascent
