Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
210.61,-4.57,1.07,8.46,-2.12,-0.13,-0.56,-9.96,-0.47,0,-2.81,8.38,1.62,stairascent
210.62,-4.72,0.87,8.5,-2.81,0.81,-1,-9.9,-0.55,-0.13,-2.19,8.56,1.94,stairascent
210.64,-4.79,0.83,8.47,-2.37,1.75,-1.44,-9.88,-0.58,-0.53,0.25,7.69,2.19,stairascent
210.65,-4.77,0.84,8.44,-2.06,1.37,-1,-9.9,-0.61,-0.41,1.19,6.87,2.06,stairascent
210.67,-4.89,0.79,8.55,-2.19,1.5,-0.94,-9.91,-0.39,-0.5,2.75,5.37,1.5,stairascent
210.69,-4.95,0.72,8.49,-1.37,1.25,-0.56,-9.8,-0.35,-0.58,2.31,5.44,1.06,stairascent
210.7,-4.74,1.04,8.43,0,-0.75,0.69,-9.81,-0.15,-0.23,0.56,5.81,1.06,stairascent
210.72,-4.76,0.99,8.44,-1.5,-0.94,0.25,-9.84,-0.27,-0.18,-3.56,6.12,1.81,stairascent
210.73,-4.62,0.85,8.5,-2.19,-0.37,-0.25,-9.85,-0.5,-0.26,-3.25,6.12,2.06,stairascent
210.75,-4.66,0.85,8.43,-2.37,0.31,-0.44,-9.88,-0.47,-0.45,-2.81,5.44,2.19,stairascent
210.76,-4.81,0.67,8.51,-2.87,1.62,-1.06,-9.9,-0.56,-0.6,-2.06,4.44,2.12,stairascent
210.78,-4.83,0.72,8.53,-3,1.69,-1.06,-10,-0.42,-0.62,1.62,1.25,-0.06,stairascent
210.79,-4.73,0.84,8.5,-2.31,1.81,-0.44,-9.9,-0.19,-0.17,1.62,4.56,1.31,stairascent
210.81,-4.69,1.04,8.47,-2.87,2.44,-1.12,-9.88,-0.1,-0.2,-1.31,4.87,1.62,stairascent
210.83,-5.03,0.67,8.59,-3.19,2.62,-1.69,-9.75,-0.49,-0.55,-2.56,5.5,1.19,stairascent
210.84,-4.82,0.71,8.51,-1.25,0.81,-0.88,-9.8,-0.44,-0.24,-0.19,6.12,0.75,stairascent
210.86,-4.76,0.71,8.5,-1.06,0.81,-0.37,-9.84,-0.41,-0.22,0.81,6.25,0.75,stairascent
210.87,-4.87,0.82,8.45,-1.19,1,-0.56,-9.83,-0.31,-0.7,-1.25,5.94,1.25,stairascent
210.89,-4.88,0.7,8.52,-1.87,1.37,-0.81,-9.88,-0.51,-0.68,-2.69,5.44,1.25,stairascent
210.9,-4.87,0.71,8.48,-2,1.06,-0.56,-9.86,-0.46,-0.49,0,5.06,1,stairascent
210.93,-4.7,0.91,8.45,-1.75,1,-0.31,-9.86,-0.18,-0.38,0.56,4.94,1.06,stairascent
210.94,-4.8,0.81,8.43,-2.25,2.06,-0.94,-9.82,-0.2,-0.56,-3.75,4.56,1.87,stairascent
210.96,-4.87,0.62,8.5,-2.94,2.44,-1.19,-9.84,-0.58,-0.63,-3.69,4.5,1.69,stairascent
210.97,-4.82,0.74,8.46,-2.94,2.5,-0.5,-9.85,-0.49,-0.53,0.31,5.12,1,stairascent
210.99,-4.79,0.8,8.45,-3,2.31,-0.25,-9.85,-0.12,-0.3,0.31,5.31,1.06,stairascent
211,-4.84,0.81,8.51,-3.62,3.19,-0.94,-9.84,-0.15,-0.43,-1.5,5.31,0.94,stairascent
