Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
32.76,-5.1,0.99,8.41,-3.44,28.81,-12.13,-9.72,-0.37,-1.15,13.13,73.37,-10.06,rampascent
32.77,-5.3,1.21,8.41,4.69,35.38,-13.56,-10.36,0.94,-1.39,29.75,75.87,-10.69,rampascent
32.78,-5.3,1.33,8.46,8.69,44.56,-17.06,-10.42,0.56,-1.44,28.31,77.5,-10.31,rampascent
32.8,-5.5,1.15,8.59,11.88,47.19,-18.69,-10.52,0.45,-1.57,34.25,81.62,-11.31,rampascent
32.82,-5.55,1.58,8.71,12.38,57.06,-19.56,-10.78,0.42,-1.53,36.0,84.75,-12.5,rampascent
32.83,-5.39,1.14,8.85,5.06,63.06,-19.94,-10.92,0.19,-1.37,34.13,91.75,-15.19,rampascent
32.85,-5.51,1.28,8.81,0.88,79.75,-26.0,-10.75,0.14,-1.19,31.62,100.44,-16.12,rampascent
32.86,-5.68,1.12,8.56,-1.37,91.69,-30.06,-10.95,0.52,-1.25,34.06,106.06,-17.25,rampascent
32.88,-5.34,1.72,8.48,-7.62,114.56,-39.25,-11.16,0.55,-1.07,33.31,112.56,-17.94,rampascent
32.89,-5.47,2.04,8.31,-14.69,128.06,-45.94,-12.1,0.56,-0.36,38.0,128.31,-18.56,rampascent
32.91,-5.18,2.99,8.82,-28.37,157.87,-66.75,-12.81,0.02,0.44,48.19,143.31,-13.69,rampascent
32.92,-4.74,2.75,9.31,-39.19,177.12,-81.31,-15.31,-0.08,1.96,60.19,150.62,-11.63,rampascent
32.94,-4.76,2.49,9.94,-61.13,229.81,-116.62,-17.4,0.1,4.55,87.81,168.75,-13.56,rampascent
32.96,-7.91,2.51,12.76,-68.31,300.12,-168.87,-18.5,1.01,6.91,106.56,175.75,-14.56,rampascent
32.97,-8.93,2.1,12.68,-62.44,342.87,-189.69,-18.53,1.16,4.23,140.56,193.94,-20.75,rampascent
32.99,-14.06,-6.09,17.25,2.62,448.0,-172.19,-18.34,0.89,1.49,117.19,197.0,-24.69,rampascent
33.0,-18.02,2.46,18.36,81.94,485.69,-157.19,-17.87,3.65,0.54,118.31,200.75,-68.19,rampascent
33.02,-16.02,10.55,19.02,108.44,475.44,-196.31,-15.85,5.83,-1.56,156.87,180.56,-81.44,rampascent
33.04,0.91,15.32,7.54,19.12,388.44,-252.62,-8.69,6.27,-3.48,62.06,96.44,-51.88,rampascent
